antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'InflationConsumerPrice_Low'}),frozenset({'MedianConsumerPriceIndex_Medium'}),0.3333333333333333,0.6217494089834515,0.1950354609929078,0.5851063829787234,0.94106463878327,1.0,-0.012214342001576034,0.9116809116809117,-0.08587257617728526,0.25660964230171074,-0.09687499999999999,0.44939729795324
frozenset({'InflationConsumerPrice_Medium'}),frozenset({'MedianConsumerPriceIndex_Low'}),0.3404255319148936,0.3333333333333333,0.1773049645390071,0.5208333333333334,1.5625000000000002,1.0,0.06382978723404256,1.3913043478260871,0.5458064516129033,0.3571428571428572,0.28125000000000006,0.5263741134751774
frozenset({'MedianConsumerPriceIndex_Low'}),frozenset({'InflationConsumerPrice_Medium'}),0.3333333333333333,0.3404255319148936,0.1773049645390071,0.5319148936170214,1.5625000000000004,1.0,0.06382978723404256,1.4090909090909094,0.54,0.3571428571428572,0.2903225806451615,0.5263741134751774
frozenset({'RealGDP_High'}),frozenset({'MedianConsumerPriceIndex_Low'}),0.3333333333333333,0.3333333333333333,0.23286052009456265,0.698581560283688,2.0957446808510642,1.0,0.12174940898345155,2.2117647058823535,0.7842639593908629,0.5367847411444142,0.547872340425532,0.698581560283688
frozenset({'MedianConsumerPriceIndex_Low'}),frozenset({'RealGDP_High'}),0.3333333333333333,0.3333333333333333,0.23286052009456265,0.698581560283688,2.0957446808510642,1.0,0.12174940898345155,2.2117647058823535,0.7842639593908629,0.5367847411444142,0.547872340425532,0.698581560283688
frozenset({'MedianConsumerPriceIndex_Low'}),frozenset({'RealGDPPerCapita_High'}),0.3333333333333333,0.3333333333333333,0.23404255319148937,0.7021276595744681,2.1063829787234045,1.0,0.12293144208037826,2.2380952380952386,0.7878787878787878,0.5409836065573771,0.5531914893617021,0.7021276595744681
frozenset({'RealGDPPerCapita_High'}),frozenset({'MedianConsumerPriceIndex_Low'}),0.3333333333333333,0.3333333333333333,0.23404255319148937,0.7021276595744681,2.1063829787234045,1.0,0.12293144208037826,2.2380952380952386,0.7878787878787878,0.5409836065573771,0.5531914893617021,0.7021276595744681
frozenset({'MedianConsumerPriceIndex_Low'}),frozenset({'RealPotentialGDP_High'}),0.3333333333333333,0.3333333333333333,0.23522458628841608,0.7056737588652483,2.1170212765957452,1.0,0.12411347517730498,2.265060240963856,0.7914572864321607,0.5452054794520549,0.5585106382978724,0.7056737588652483
frozenset({'RealPotentialGDP_High'}),frozenset({'MedianConsumerPriceIndex_Low'}),0.3333333333333333,0.3333333333333333,0.23522458628841608,0.7056737588652483,2.1170212765957452,1.0,0.12411347517730498,2.265060240963856,0.7914572864321607,0.5452054794520549,0.5585106382978724,0.7056737588652483
frozenset({'RealGDP_Low'}),frozenset({'MedianConsumerPriceIndex_Medium'}),0.3333333333333333,0.6217494089834515,0.3333333333333333,1.0,1.6083650190114067,1.0,0.12608353033884948,inf,0.5673758865248226,0.5361216730038022,1.0,0.768060836501901
frozenset({'MedianConsumerPriceIndex_Medium'}),frozenset({'RealGDP_Low'}),0.6217494089834515,0.3333333333333333,0.3333333333333333,0.5361216730038022,1.6083650190114067,1.0,0.12608353033884948,1.437158469945355,1.0,0.5361216730038022,0.3041825095057033,0.768060836501901
frozenset({'RealGDP_Medium'}),frozenset({'MedianConsumerPriceIndex_Medium'}),0.3333333333333333,0.6217494089834515,0.2115839243498818,0.6347517730496455,1.0209125475285172,1.0,0.004334121355397957,1.0355987055016183,0.030726256983240267,0.2845786963434022,0.0343750000000002,0.48752797777957557
frozenset({'RealGDPPerCapita_Low'}),frozenset({'MedianConsumerPriceIndex_Medium'}),0.3333333333333333,0.6217494089834515,0.3333333333333333,1.0,1.6083650190114067,1.0,0.12608353033884948,inf,0.5673758865248226,0.5361216730038022,1.0,0.768060836501901
frozenset({'MedianConsumerPriceIndex_Medium'}),frozenset({'RealGDPPerCapita_Low'}),0.6217494089834515,0.3333333333333333,0.3333333333333333,0.5361216730038022,1.6083650190114067,1.0,0.12608353033884948,1.437158469945355,1.0,0.5361216730038022,0.3041825095057033,0.768060836501901
frozenset({'RealGDPPerCapita_Medium'}),frozenset({'MedianConsumerPriceIndex_Medium'}),0.3333333333333333,0.6217494089834515,0.2127659574468085,0.6382978723404256,1.0266159695817492,1.0,0.005516154452324673,1.0457516339869282,0.038888888888888945,0.28662420382165604,0.04375000000000007,0.490251597767171
frozenset({'MedianConsumerPriceIndex_Medium'}),frozenset({'RealPotentialGDP_Low'}),0.6217494089834515,0.3333333333333333,0.3333333333333333,0.5361216730038022,1.6083650190114067,1.0,0.12608353033884948,1.437158469945355,1.0,0.5361216730038022,0.3041825095057033,0.768060836501901
frozenset({'RealPotentialGDP_Low'}),frozenset({'MedianConsumerPriceIndex_Medium'}),0.3333333333333333,0.6217494089834515,0.3333333333333333,1.0,1.6083650190114067,1.0,0.12608353033884948,inf,0.5673758865248226,0.5361216730038022,1.0,0.768060836501901
frozenset({'RealPotentialGDP_Medium'}),frozenset({'MedianConsumerPriceIndex_Medium'}),0.3333333333333333,0.6217494089834515,0.21394799054373523,0.6418439716312058,1.032319391634981,1.0,0.006698187549251389,1.0561056105610565,0.046961325966850896,0.2886762360446571,0.05312500000000023,0.4929752177547664
frozenset({'UnemployemenrRate_High'}),frozenset({'MedianConsumerPriceIndex_Medium'}),0.32860520094562645,0.6217494089834515,0.19858156028368795,0.6043165467625901,0.9719615942227209,1.0,-0.005728529193143622,0.9559424027509137,-0.041196093404605734,0.2641509433962264,-0.04608812949640256,0.4618540908717893
frozenset({'UnemployemenrRate_Low'}),frozenset({'MedianConsumerPriceIndex_Medium'}),0.3546099290780142,0.6217494089834515,0.2115839243498818,0.5966666666666667,0.9596577946768061,1.0,-0.008894589474037207,0.9378113826856573,-0.06115273775216151,0.27666151468315303,-0.0663125,0.4684854245880862
frozenset({'UnemployemenrRate_Medium'}),frozenset({'MedianConsumerPriceIndex_Medium'}),0.31678486997635935,0.6217494089834515,0.2115839243498818,0.667910447761194,1.0742438000113501,1.0,0.014623118667180829,1.1390017796902807,0.10115791305020196,0.2910569105691057,0.12203824626865666,0.5041073151353499
frozenset({'RealGDP_High'}),frozenset({'RealGDPPerCapita_High'}),0.3333333333333333,0.3333333333333333,0.3262411347517731,0.9787234042553192,2.936170212765958,1.0,0.21513002364066197,31.333333333333456,0.9891304347826086,0.9583333333333336,0.9680851063829788,0.9787234042553192
frozenset({'RealGDPPerCapita_High'}),frozenset({'RealGDP_High'}),0.3333333333333333,0.3333333333333333,0.3262411347517731,0.9787234042553192,2.936170212765958,1.0,0.21513002364066197,31.333333333333456,0.9891304347826086,0.9583333333333336,0.9680851063829788,0.9787234042553192
frozenset({'RealGDP_High'}),frozenset({'RealPotentialGDP_High'}),0.3333333333333333,0.3333333333333333,0.32978723404255317,0.9893617021276595,2.9680851063829787,1.0,0.21867612293144206,62.66666666666626,0.9946236559139784,0.9789473684210526,0.9840425531914893,0.9893617021276595
frozenset({'RealPotentialGDP_High'}),frozenset({'RealGDP_High'}),0.3333333333333333,0.3333333333333333,0.32978723404255317,0.9893617021276595,2.9680851063829787,1.0,0.21867612293144206,62.66666666666626,0.9946236559139784,0.9789473684210526,0.9840425531914893,0.9893617021276595
frozenset({'RealGDPPerCapita_Low'}),frozenset({'RealGDP_Low'}),0.3333333333333333,0.3333333333333333,0.32978723404255317,0.9893617021276595,2.9680851063829787,1.0,0.21867612293144206,62.66666666666626,0.9946236559139784,0.9789473684210526,0.9840425531914893,0.9893617021276595
frozenset({'RealGDP_Low'}),frozenset({'RealGDPPerCapita_Low'}),0.3333333333333333,0.3333333333333333,0.32978723404255317,0.9893617021276595,2.9680851063829787,1.0,0.21867612293144206,62.66666666666626,0.9946236559139784,0.9789473684210526,0.9840425531914893,0.9893617021276595
frozenset({'RealGDP_Low'}),frozenset({'RealPotentialGDP_Low'}),0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
frozenset({'RealPotentialGDP_Low'}),frozenset({'RealGDP_Low'}),0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
frozenset({'RealGDPPerCapita_Medium'}),frozenset({'RealGDP_Medium'}),0.3333333333333333,0.3333333333333333,0.32269503546099293,0.9680851063829788,2.9042553191489366,1.0,0.21158392434988182,20.88888888888897,0.9835164835164835,0.9381443298969074,0.9521276595744681,0.9680851063829788
frozenset({'RealGDP_Medium'}),frozenset({'RealGDPPerCapita_Medium'}),0.3333333333333333,0.3333333333333333,0.32269503546099293,0.9680851063829788,2.9042553191489366,1.0,0.21158392434988182,20.88888888888897,0.9835164835164835,0.9381443298969074,0.9521276595744681,0.9680851063829788
frozenset({'RealGDP_Medium'}),frozenset({'RealPotentialGDP_Medium'}),0.3333333333333333,0.3333333333333333,0.32978723404255317,0.9893617021276595,2.9680851063829787,1.0,0.21867612293144206,62.66666666666626,0.9946236559139784,0.9789473684210526,0.9840425531914893,0.9893617021276595
frozenset({'RealPotentialGDP_Medium'}),frozenset({'RealGDP_Medium'}),0.3333333333333333,0.3333333333333333,0.32978723404255317,0.9893617021276595,2.9680851063829787,1.0,0.21867612293144206,62.66666666666626,0.9946236559139784,0.9789473684210526,0.9840425531914893,0.9893617021276595
